73b732ae-3ef7-4569-9fff-8142ad0da7ee, Client13, CNP13, C1, W1, 11:00, REZERVARE, 1769263658258
c85e673e-7f77-4fc1-aeca-f713b54cca95, Client13, CNP13, C3, W3, 11:00, ANULATA, 1769263688438
7b55266e-c20b-4d03-95df-73f458f4f895, Client10, CNP10, C3, W4, 14:00, EXPIRATA, 1769263671366
4dd06042-86b6-485e-b08d-28090093f6ab, Client1, CNP1, C3, W1, 17:00, EXPIRATA, 1769263671334
0fd876cd-c5d6-4887-a09c-d14641d295e8, Client18, CNP18, C3, W1, 12:00, EXPIRATA, 1769263669339
dbfd3832-d2a1-471f-bb04-e86a0cb7fe9c, Client6, CNP6, C2, W3, 15:00, EXPIRATA, 1769263676297
3f168c29-bbe4-4ad7-aa84-2ed7615cb213, Client19, CNP19, C3, W2, 12:00, EXPIRATA, 1769263676295
1717910d-6eea-4202-8c6a-7ed832dbe22c, Client16, CNP16, C1, W4, 13:00, EXPIRATA, 1769263673364
652c494c-9fd2-41b7-b431-76e2dc3fe479, Client0, CNP0, C1, W2, 15:00, EXPIRATA, 1769263672334
a914a4fd-02be-4475-858f-aa9827746ff4, Client6, CNP6, C1, W1, 13:00, REZERVARE, 1769263694317
7e24f259-7d40-42b6-8b5c-270540fa51f8, Client11, CNP11, C1, W3, 14:00, REZERVARE, 1769263694484
231ac025-6044-4a04-809e-3b579cc8b949, Client9, CNP9, C2, W2, 12:00, PLATITA, 1769263693365
ffed19fe-bdb5-4cf3-9625-3b93fbbec351, Client17, CNP17, C3, W1, 17:00, PLATITA, 1769263693385
9ef9ffa4-b67c-428a-9635-85182f9759c1, Client12, CNP12, C3, W2, 14:00, REZERVARE, 1769263695387
2f5ab4da-ddc9-48c0-976e-1366399c35e9, Client5, CNP5, C1, W3, 14:00, REZERVARE, 1769263695387
fe1d2cc8-91de-43f4-9d4a-ecba77f32049, Client15, CNP15, C3, W3, 12:00, PLATITA, 1769263693397
5703bb50-7afb-4c18-9b64-32b876cea3d1, Client4, CNP4, C3, W4, 14:00, REZERVARE, 1769263695406
658f9bf7-1fa8-4cb8-94db-7359da5b4b1f, Client10, CNP10, C2, W3, 10:00, REZERVARE, 1769263695415
cfc6cb00-787d-4293-a418-a62262d94339, Client13, CNP13, C3, W1, 17:00, REZERVARE, 1769263695465
6b3bd6ce-2287-42cb-8bae-436208f71fd2, Client6, CNP6, C3, W3, 17:00, REZERVARE, 1769263696321
45c4e78d-be8c-46fc-a2de-cf427283cdee, Client18, CNP18, C3, W3, 13:00, ANULATA, 1769263691377
0677b679-eae7-4662-b5c2-4b511b151b35, Client11, CNP11, C1, W3, 11:00, REZERVARE, 1769263696487
8301b024-06ee-48de-ba09-1ad555f68c32, Client9, CNP9, C2, W4, 17:00, REZERVARE, 1769263697379
9ef9ffa4-b67c-428a-9635-85182f9759c1, Client12, CNP12, C3, W2, 14:00, PLATITA, 1769263695387
ff985c77-9e7f-4589-ad82-7dc778cc8142, Client17, CNP17, C2, W1, 13:00, REZERVARE, 1769263697395
2f5ab4da-ddc9-48c0-976e-1366399c35e9, Client5, CNP5, C1, W3, 14:00, PLATITA, 1769263695387
2ab05e2c-fd18-4e55-8dbe-9972b84586af, Client15, CNP15, C2, W1, 17:00, REZERVARE, 1769263697410
806b6471-c8cf-431a-917f-baa60f73257d, Client4, CNP4, C1, W1, 12:00, REZERVARE, 1769263697412
658f9bf7-1fa8-4cb8-94db-7359da5b4b1f, Client10, CNP10, C2, W3, 10:00, PLATITA, 1769263695415
6b3bd6ce-2287-42cb-8bae-436208f71fd2, Client6, CNP6, C3, W3, 17:00, PLATITA, 1769263696321
3daab013-a2d5-4caf-a568-90fd62525569, Client18, CNP18, C3, W3, 14:00, REZERVARE, 1769263698415
0677b679-eae7-4662-b5c2-4b511b151b35, Client11, CNP11, C1, W3, 11:00, PLATITA, 1769263696487
8301b024-06ee-48de-ba09-1ad555f68c32, Client9, CNP9, C2, W4, 17:00, PLATITA, 1769263697379
ce90da35-6951-4473-94b5-8b82baaca1f3, Client0, CNP0, C1, W1, 15:00, REZERVARE, 1769263699393
27b4defe-542f-4605-bfa7-18d3b2c5f8ff, Client12, CNP12, C1, W3, 10:00, REZERVARE, 1769263699398
684dba0a-ca0f-40cc-a3dc-0e70c782b44b, Client17, CNP17, C1, W3, 17:00, REZERVARE, 1769263699398
2ab05e2c-fd18-4e55-8dbe-9972b84586af, Client15, CNP15, C2, W1, 17:00, PLATITA, 1769263697410
806b6471-c8cf-431a-917f-baa60f73257d, Client4, CNP4, C1, W1, 12:00, PLATITA, 1769263697412
d2258cab-c0fe-4aec-b206-8fb9a1507a6b, Client6, CNP6, C1, W4, 10:00, REZERVARE, 1769263700334
2f5ab4da-ddc9-48c0-976e-1366399c35e9, Client5, CNP5, C1, W3, 14:00, ANULATA, 1769263695387
3daab013-a2d5-4caf-a568-90fd62525569, Client18, CNP18, C3, W3, 14:00, PLATITA, 1769263698415
658f9bf7-1fa8-4cb8-94db-7359da5b4b1f, Client10, CNP10, C2, W3, 10:00, ANULATA, 1769263695415
db3a918d-b4cd-44cc-901e-ffe68fa03f7c, Client16, CNP16, C1, W2, 13:00, REZERVARE, 1769263700432
4d6096a3-3430-4708-aa26-660c741c359c, Client11, CNP11, C2, W2, 9:00, REZERVARE, 1769263700496
ce90da35-6951-4473-94b5-8b82baaca1f3, Client0, CNP0, C1, W1, 15:00, PLATITA, 1769263699393
27b4defe-542f-4605-bfa7-18d3b2c5f8ff, Client12, CNP12, C1, W3, 10:00, PLATITA, 1769263699398
ae877e56-109c-4118-934e-99bd77f93cae, Client17, CNP17, C2, W1, 14:00, REZERVARE, 1769263701404
881da8df-6798-48cf-9a16-04f337987769, Client7, CNP7, C3, W2, 15:00, REZERVARE, 1769263702332
d2258cab-c0fe-4aec-b206-8fb9a1507a6b, Client6, CNP6, C1, W4, 10:00, PLATITA, 1769263700334
8301b024-06ee-48de-ba09-1ad555f68c32, Client9, CNP9, C2, W4, 17:00, ANULATA, 1769263697379
2ab05e2c-fd18-4e55-8dbe-9972b84586af, Client15, CNP15, C2, W1, 17:00, ANULATA, 1769263697410
806b6471-c8cf-431a-917f-baa60f73257d, Client4, CNP4, C1, W1, 12:00, ANULATA, 1769263697412
88c79367-73a5-45ee-b4e7-ecc0dd0fc4fb, Client5, CNP5, C3, W4, 17:00, REZERVARE, 1769263702424
db3a918d-b4cd-44cc-901e-ffe68fa03f7c, Client16, CNP16, C1, W2, 13:00, PLATITA, 1769263700432
531af79a-e438-43a0-9d75-c37b9be44d24, Client10, CNP10, C1, W2, 9:00, REZERVARE, 1769263702441
4d6096a3-3430-4708-aa26-660c741c359c, Client11, CNP11, C2, W2, 9:00, PLATITA, 1769263700496
b110ef9c-c620-4aa8-a753-ee62fc064ce5, Client19, CNP19, C3, W1, 13:00, REZERVARE, 1769263703354
a6292436-a9a7-4a39-a604-f084e3897dd6, Client12, CNP12, C2, W3, 16:00, REZERVARE, 1769263703412
3e158bff-74fe-47bc-b2f4-4269b6440dbb, Client8, CNP8, C1, W1, 17:00, REZERVARE, 1769263703415
3daab013-a2d5-4caf-a568-90fd62525569, Client18, CNP18, C3, W3, 14:00, ANULATA, 1769263698415
2e9aa0a8-13b9-4076-a154-d12d9387bdba, Client0, CNP0, C1, W3, 10:00, EXPIRATA, 1769263681375
10bd19e9-ff3e-4ade-8749-4c3a6162f3ae, Client7, CNP7, C2, W2, 10:00, EXPIRATA, 1769263684318
8c737097-bd63-48bd-891d-c46d5c4a99a0, Client19, CNP19, C1, W1, 16:00, EXPIRATA, 1769263685333
49246ad9-bc54-4a96-8513-101a508ff9ce, Client16, CNP16, C3, W1, 14:00, EXPIRATA, 1769263682415
b1c00e3d-79d8-4d58-93e4-cdd001e29d5f, Client8, CNP8, C1, W1, 10:00, EXPIRATA, 1769263683399
69cedd8f-9e7a-4df2-a52b-857e49920352, Client5, CNP5, C1, W3, 12:00, EXPIRATA, 1769263684347
932c4f8c-051c-43f4-9082-d058e559185d, Client11, CNP11, C1, W2, 11:00, EXPIRATA, 1769263684423
4e9e582e-3a0d-45d2-a68e-96708d27a418, Client4, CNP4, C3, W4, 10:00, EXPIRATA, 1769263684345
9cd628d9-5dc6-434d-8153-a056b725da64, Client14, CNP14, C1, W4, 14:00, EXPIRATA, 1769263687327
056a44dd-4c35-4fce-a3b0-feb43dcf84fe, Client1, CNP1, C2, W1, 9:00, EXPIRATA, 1769263688394
881da8df-6798-48cf-9a16-04f337987769, Client7, CNP7, C3, W2, 15:00, PLATITA, 1769263702332
9dc1a674-5285-42e4-9da4-b98a18149f13, Client6, CNP6, C1, W2, 17:00, REZERVARE, 1769263704352
c4101fb6-1a3b-4370-a64f-2a2498d1d449, Client9, CNP9, C2, W2, 12:00, REZERVARE, 1769263704403
ce90da35-6951-4473-94b5-8b82baaca1f3, Client0, CNP0, C1, W1, 15:00, ANULATA, 1769263699393
88c79367-73a5-45ee-b4e7-ecc0dd0fc4fb, Client5, CNP5, C3, W4, 17:00, PLATITA, 1769263702424
da69e220-d352-42c2-a960-83bce4a2c0d0, Client15, CNP15, C2, W3, 14:00, REZERVARE, 1769263704432
0db1d604-1b58-4635-a4a0-a67a29bfecd4, Client4, CNP4, C3, W2, 13:00, REZERVARE, 1769263704432
531af79a-e438-43a0-9d75-c37b9be44d24, Client10, CNP10, C1, W2, 9:00, PLATITA, 1769263702441
7ab85c28-0f0e-4eb7-95e7-661fceb7202d, Client16, CNP16, C2, W3, 10:00, REZERVARE, 1769263704446
b110ef9c-c620-4aa8-a753-ee62fc064ce5, Client19, CNP19, C3, W1, 13:00, PLATITA, 1769263703354
a6292436-a9a7-4a39-a604-f084e3897dd6, Client12, CNP12, C2, W3, 16:00, PLATITA, 1769263703412
082f9ea5-5cfe-487b-8802-8691a2ede9c6, Client18, CNP18, C3, W3, 15:00, REZERVARE, 1769263705439
4d6096a3-3430-4708-aa26-660c741c359c, Client11, CNP11, C2, W2, 9:00, ANULATA, 1769263700496
e6bc6802-2ff1-48e1-a322-d96292f82d5c, Client6, CNP6, C3, W2, 9:00, REZERVARE, 1769263706356
f2d7a4f9-237f-41d7-be9d-3acfb00403c6, Client1, CNP1, C3, W2, 13:00, REZERVARE, 1769263706403
c4101fb6-1a3b-4370-a64f-2a2498d1d449, Client9, CNP9, C2, W2, 12:00, PLATITA, 1769263704403
50286785-d9c7-42a0-b5c2-6b6a32cfbb70, Client0, CNP0, C2, W4, 11:00, REZERVARE, 1769263706420
da69e220-d352-42c2-a960-83bce4a2c0d0, Client15, CNP15, C2, W3, 14:00, PLATITA, 1769263704432
0db1d604-1b58-4635-a4a0-a67a29bfecd4, Client4, CNP4, C3, W2, 13:00, PLATITA, 1769263704432
baa6a87d-3fdb-483c-b0e3-6d65700e8f98, Client10, CNP10, C3, W2, 14:00, REZERVARE, 1769263706448
881da8df-6798-48cf-9a16-04f337987769, Client7, CNP7, C3, W2, 15:00, ANULATA, 1769263702332
3caaba1c-8ac8-40a8-8304-e5b87c118931, Client14, CNP14, C3, W1, 11:00, REZERVARE, 1769263707348
8c20349f-b672-4fef-8db4-d1c81756b913, Client19, CNP19, C3, W4, 11:00, REZERVARE, 1769263707365
88c79367-73a5-45ee-b4e7-ecc0dd0fc4fb, Client5, CNP5, C3, W4, 17:00, ANULATA, 1769263702424
082f9ea5-5cfe-487b-8802-8691a2ede9c6, Client18, CNP18, C3, W3, 15:00, PLATITA, 1769263705439
a49ee6ae-99b7-4ddb-8487-34bf47924af3, Client11, CNP11, C2, W2, 15:00, REZERVARE, 1769263707527
f2d7a4f9-237f-41d7-be9d-3acfb00403c6, Client1, CNP1, C3, W2, 13:00, PLATITA, 1769263706403
50286785-d9c7-42a0-b5c2-6b6a32cfbb70, Client0, CNP0, C2, W4, 11:00, PLATITA, 1769263706420
a6292436-a9a7-4a39-a604-f084e3897dd6, Client12, CNP12, C2, W3, 16:00, ANULATA, 1769263703412
03062427-64a1-42bb-ae19-8408ada48bd6, Client15, CNP15, C3, W1, 16:00, REZERVARE, 1769263708440
baa6a87d-3fdb-483c-b0e3-6d65700e8f98, Client10, CNP10, C3, W2, 14:00, PLATITA, 1769263706448
8f9e0bec-f917-4b2c-9fc5-c63ba876e1c8, Client14, CNP14, C2, W2, 16:00, REZERVARE, 1769263709363
4dadf11a-a6dc-4724-834c-dbe31a1c0720, Client7, CNP7, C1, W3, 11:00, REZERVARE, 1769263709364
8c20349f-b672-4fef-8db4-d1c81756b913, Client19, CNP19, C3, W4, 11:00, PLATITA, 1769263707365
c4101fb6-1a3b-4370-a64f-2a2498d1d449, Client9, CNP9, C2, W2, 12:00, ANULATA, 1769263704403
b26b010f-67d6-42bf-8ce7-dd652eae5346, Client5, CNP5, C2, W2, 10:00, REZERVARE, 1769263709442
0db1d604-1b58-4635-a4a0-a67a29bfecd4, Client4, CNP4, C3, W2, 13:00, ANULATA, 1769263704432
a49ee6ae-99b7-4ddb-8487-34bf47924af3, Client11, CNP11, C2, W2, 15:00, PLATITA, 1769263707527
b4b49755-3147-4468-b0ca-05f96ef5fb5b, Client3, CNP3, C3, W4, 10:00, REZERVARE, 1769263710356
28e5cc16-e623-4088-b86a-24b7a63d36c4, Client2, CNP2, C1, W3, 11:00, REZERVARE, 1769263710378
41599883-8cdf-4d4d-89f1-3092b74da9a1, Client12, CNP12, C3, W3, 15:00, REZERVARE, 1769263710436
082f9ea5-5cfe-487b-8802-8691a2ede9c6, Client18, CNP18, C3, W3, 15:00, ANULATA, 1769263705439
03062427-64a1-42bb-ae19-8408ada48bd6, Client15, CNP15, C3, W1, 16:00, PLATITA, 1769263708440
8f9e0bec-f917-4b2c-9fc5-c63ba876e1c8, Client14, CNP14, C2, W2, 16:00, PLATITA, 1769263709363
a3753f17-d963-4efe-a72e-10aabc0dcf6d, Client7, CNP7, C1, W2, 15:00, REZERVARE, 1769263711374
f6f94a1b-ed15-4d86-b5d4-2b81a77f21dd, Client19, CNP19, C2, W4, 16:00, REZERVARE, 1769263711393
f2d7a4f9-237f-41d7-be9d-3acfb00403c6, Client1, CNP1, C3, W2, 13:00, ANULATA, 1769263706403
50286785-d9c7-42a0-b5c2-6b6a32cfbb70, Client0, CNP0, C2, W4, 11:00, ANULATA, 1769263706420
1e540370-dac3-4a73-8bf1-2a28f0595ef8, Client9, CNP9, C2, W1, 11:00, REZERVARE, 1769263711435
b26b010f-67d6-42bf-8ce7-dd652eae5346, Client5, CNP5, C2, W2, 10:00, PLATITA, 1769263709442
bfcfc863-f468-44e5-8457-ec4ed6e79f52, Client4, CNP4, C1, W1, 17:00, REZERVARE, 1769263711461
baa6a87d-3fdb-483c-b0e3-6d65700e8f98, Client10, CNP10, C3, W2, 14:00, ANULATA, 1769263706448
0eb543da-ac87-499e-901c-9bed153f1308, Client11, CNP11, C1, W3, 9:00, REZERVARE, 1769263711535
b4b49755-3147-4468-b0ca-05f96ef5fb5b, Client3, CNP3, C3, W4, 10:00, PLATITA, 1769263710356
28e5cc16-e623-4088-b86a-24b7a63d36c4, Client2, CNP2, C1, W3, 11:00, PLATITA, 1769263710378
49f33100-336f-4dff-9d16-02236a931ef8, Client12, CNP12, C1, W3, 10:00, REZERVARE, 1769263712442
00a3089f-9b49-4ed4-9c97-d87ec2c8e977, Client18, CNP18, C3, W1, 17:00, REZERVARE, 1769263712448
a3753f17-d963-4efe-a72e-10aabc0dcf6d, Client7, CNP7, C1, W2, 15:00, PLATITA, 1769263711374
f6f94a1b-ed15-4d86-b5d4-2b81a77f21dd, Client19, CNP19, C2, W4, 16:00, PLATITA, 1769263711393
bde16ab7-97b5-4b0d-a81f-8e3f288a6c38, Client1, CNP1, C3, W4, 17:00, REZERVARE, 1769263713428
cc0f7c80-6b50-4aae-a8d8-a38299e22c53, Client0, CNP0, C1, W4, 12:00, REZERVARE, 1769263713444
509ddcf4-14a5-4fc9-a756-76d7f3ffb7af, Client9, CNP9, C1, W3, 12:00, REZERVARE, 1769263713444
03062427-64a1-42bb-ae19-8408ada48bd6, Client15, CNP15, C3, W1, 16:00, ANULATA, 1769263708440
95986b02-f09d-43aa-9c89-9afb3f1d3455, Client5, CNP5, C3, W4, 10:00, REZERVARE, 1769263713463
bfcfc863-f468-44e5-8457-ec4ed6e79f52, Client4, CNP4, C1, W1, 17:00, PLATITA, 1769263711461
66aef3cd-64cc-4304-b4f4-3bbdeb9512ba, Client10, CNP10, C1, W3, 16:00, REZERVARE, 1769263713469
be49d05d-3fa5-4a54-9431-112d43331abb, Client13, CNP13, C2, W4, 9:00, REZERVARE, 1769263713479
c9af5ed4-06a2-4373-afb8-b654b35a9591, Client5, CNP5, C3, W1, 12:00, EXPIRATA, 1769263693383
e35477b8-efcc-4874-98a6-97920842a9c6, Client4, CNP4, C1, W2, 13:00, EXPIRATA, 1769263693398
5faca3fe-a2ec-4b0e-bbe8-3efe49526a85, Client3, CNP3, C1, W3, 9:00, EXPIRATA, 1769263692351
ff985c77-9e7f-4589-ad82-7dc778cc8142, Client17, CNP17, C2, W1, 13:00, EXPIRATA, 1769263697395
cfc6cb00-787d-4293-a418-a62262d94339, Client13, CNP13, C3, W1, 17:00, EXPIRATA, 1769263695465
5703bb50-7afb-4c18-9b64-32b876cea3d1, Client4, CNP4, C3, W4, 14:00, EXPIRATA, 1769263695406
7e24f259-7d40-42b6-8b5c-270540fa51f8, Client11, CNP11, C1, W3, 14:00, EXPIRATA, 1769263694484
d05343f0-8c54-4c31-83ae-b000e4e95677, Client10, CNP10, C3, W3, 16:00, EXPIRATA, 1769263693412
ad98c1df-689f-4adc-b5e9-85db221f8c78, Client2, CNP2, C1, W3, 15:00, EXPIRATA, 1769263692363
a914a4fd-02be-4475-858f-aa9827746ff4, Client6, CNP6, C1, W1, 13:00, EXPIRATA, 1769263694317
8f9e0bec-f917-4b2c-9fc5-c63ba876e1c8, Client14, CNP14, C2, W2, 16:00, ANULATA, 1769263709363
4a6a65d7-385f-4e73-8077-cc133a8b2bc2, Client2, CNP2, C3, W4, 16:00, REZERVARE, 1769263714401
00a3089f-9b49-4ed4-9c97-d87ec2c8e977, Client18, CNP18, C3, W1, 17:00, PLATITA, 1769263712448
49f33100-336f-4dff-9d16-02236a931ef8, Client12, CNP12, C1, W3, 10:00, PLATITA, 1769263712442
b4b49755-3147-4468-b0ca-05f96ef5fb5b, Client3, CNP3, C3, W4, 10:00, ANULATA, 1769263710356
b8d1f187-92f5-4ed0-9998-b93460f46c10, Client19, CNP19, C1, W2, 13:00, REZERVARE, 1769263715410
f28b97fc-4ad3-4795-8b6b-a04dba484835, Client1, CNP1, C3, W1, 13:00, REZERVARE, 1769263715440
509ddcf4-14a5-4fc9-a756-76d7f3ffb7af, Client9, CNP9, C1, W3, 12:00, PLATITA, 1769263713444
1e71e487-f85d-4bb6-ac63-896d8ed0d858, Client0, CNP0, C1, W1, 15:00, REZERVARE, 1769263715459
66aef3cd-64cc-4304-b4f4-3bbdeb9512ba, Client10, CNP10, C1, W3, 16:00, PLATITA, 1769263713469
be49d05d-3fa5-4a54-9431-112d43331abb, Client13, CNP13, C2, W4, 9:00, PLATITA, 1769263713479
95986b02-f09d-43aa-9c89-9afb3f1d3455, Client5, CNP5, C3, W4, 10:00, PLATITA, 1769263713463
a3753f17-d963-4efe-a72e-10aabc0dcf6d, Client7, CNP7, C1, W2, 15:00, ANULATA, 1769263711374
4a6a65d7-385f-4e73-8077-cc133a8b2bc2, Client2, CNP2, C3, W4, 16:00, PLATITA, 1769263714401
bfcfc863-f468-44e5-8457-ec4ed6e79f52, Client4, CNP4, C1, W1, 17:00, ANULATA, 1769263711461
cdea090f-d7d2-42ca-b3bb-53e2a1ee6a80, Client3, CNP3, C1, W1, 10:00, REZERVARE, 1769263717382
b8d1f187-92f5-4ed0-9998-b93460f46c10, Client19, CNP19, C1, W2, 13:00, PLATITA, 1769263715410
d4658d87-5ae2-41ca-a740-1145b543ed31, Client1, CNP1, C2, W1, 10:00, REZERVARE, 1769263717456
1e71e487-f85d-4bb6-ac63-896d8ed0d858, Client0, CNP0, C1, W1, 15:00, PLATITA, 1769263715459
00a3089f-9b49-4ed4-9c97-d87ec2c8e977, Client18, CNP18, C3, W1, 17:00, ANULATA, 1769263712448
49f33100-336f-4dff-9d16-02236a931ef8, Client12, CNP12, C1, W3, 10:00, ANULATA, 1769263712442
450f5903-fe01-413c-8426-9f3f6d4797b3, Client15, CNP15, C1, W2, 15:00, REZERVARE, 1769263717481
04e94e0b-efd1-4d99-a7c8-330a0b7dcea2, Client13, CNP13, C2, W3, 14:00, REZERVARE, 1769263717497
4f5ee5a5-30e7-4487-b94e-9b1156c8b04d, Client7, CNP7, C2, W1, 15:00, REZERVARE, 1769263718407
12a0f3ad-0193-41d0-a645-e714aef5b8b3, Client14, CNP14, C2, W2, 14:00, REZERVARE, 1769263718411
85fd6919-fe73-4b30-92aa-9ccde16ffde7, Client2, CNP2, C3, W1, 13:00, REZERVARE, 1769263718425
509ddcf4-14a5-4fc9-a756-76d7f3ffb7af, Client9, CNP9, C1, W3, 12:00, ANULATA, 1769263713444
2ea7a0fe-3aac-4830-898a-df42532aeb85, Client4, CNP4, C2, W4, 11:00, REZERVARE, 1769263718481
66aef3cd-64cc-4304-b4f4-3bbdeb9512ba, Client10, CNP10, C1, W3, 16:00, ANULATA, 1769263713469
95986b02-f09d-43aa-9c89-9afb3f1d3455, Client5, CNP5, C3, W4, 10:00, ANULATA, 1769263713463
cdea090f-d7d2-42ca-b3bb-53e2a1ee6a80, Client3, CNP3, C1, W1, 10:00, PLATITA, 1769263717382
5864adec-e8ad-4bd3-836c-16d5247dba53, Client17, CNP17, C1, W3, 16:00, REZERVARE, 1769263719420
75771e89-bbe5-4885-b12f-87fc852c665f, Client19, CNP19, C3, W3, 9:00, REZERVARE, 1769263719452
33c9e5dd-90e7-46e8-bbf2-7b7272cf83e0, Client12, CNP12, C3, W4, 9:00, REZERVARE, 1769263719477
49d28f97-841e-41e6-ab22-0925b8e3e35c, Client18, CNP18, C1, W2, 10:00, REZERVARE, 1769263719480
450f5903-fe01-413c-8426-9f3f6d4797b3, Client15, CNP15, C1, W2, 15:00, PLATITA, 1769263717481
04e94e0b-efd1-4d99-a7c8-330a0b7dcea2, Client13, CNP13, C2, W3, 14:00, PLATITA, 1769263717497
9957bf9f-7aac-42ec-93d1-3d3bc7d01e65, Client2, CNP2, C3, W1, 17:00, REZERVARE, 1769263720437
1e71e487-f85d-4bb6-ac63-896d8ed0d858, Client0, CNP0, C1, W1, 15:00, ANULATA, 1769263715459
bae96e00-aadf-487d-a972-ba5ea60706bf, Client9, CNP9, C1, W4, 15:00, REZERVARE, 1769263720486
2ea7a0fe-3aac-4830-898a-df42532aeb85, Client4, CNP4, C2, W4, 11:00, PLATITA, 1769263718481
f3fb4e3e-6a9f-49c7-af6e-1127c67b922b, Client10, CNP10, C1, W1, 12:00, REZERVARE, 1769263720506
7f8bfbed-7ae0-48af-9c53-ae2efc3fb74b, Client5, CNP5, C1, W3, 14:00, REZERVARE, 1769263720506
d423d12b-e4d6-421b-824c-c1fef11a9455, Client3, CNP3, C1, W1, 12:00, REZERVARE, 1769263721403
17232668-5aa4-4cfe-8ce7-07a5c5f0d6de, Client8, CNP8, C3, W2, 9:00, REZERVARE, 1769263721424
9f430536-e44c-46c3-aa31-6db5cae53502, Client17, CNP17, C3, W1, 12:00, REZERVARE, 1769263721426
33c9e5dd-90e7-46e8-bbf2-7b7272cf83e0, Client12, CNP12, C3, W4, 9:00, PLATITA, 1769263719477
49d28f97-841e-41e6-ab22-0925b8e3e35c, Client18, CNP18, C1, W2, 10:00, PLATITA, 1769263719480
54e1f1fb-837c-4c59-9e7f-e8c17ab54442, Client15, CNP15, C1, W4, 15:00, REZERVARE, 1769263721491
187ad5f2-7bff-4911-9dcd-0d038fe1a93f, Client13, CNP13, C3, W2, 11:00, REZERVARE, 1769263721514
20c3b4df-e564-4a6d-97ff-89310ab54c54, Client16, CNP16, C3, W1, 9:00, REZERVARE, 1769263722457
728f7a3e-db6a-45c5-8029-c37091a51df1, Client0, CNP0, C3, W3, 16:00, REZERVARE, 1769263722487
bae96e00-aadf-487d-a972-ba5ea60706bf, Client9, CNP9, C1, W4, 15:00, PLATITA, 1769263720486
7f8bfbed-7ae0-48af-9c53-ae2efc3fb74b, Client5, CNP5, C1, W3, 14:00, PLATITA, 1769263720506
f3fb4e3e-6a9f-49c7-af6e-1127c67b922b, Client10, CNP10, C1, W1, 12:00, PLATITA, 1769263720506
6e94425c-2bf3-42a3-8d83-4e72dd429df0, Client3, CNP3, C3, W4, 17:00, REZERVARE, 1769263723407
a33a60f7-e3f0-4066-9d53-d192fe9e2bcb, Client17, CNP17, C1, W3, 12:00, REZERVARE, 1769263723444
54e1f1fb-837c-4c59-9e7f-e8c17ab54442, Client15, CNP15, C1, W4, 15:00, PLATITA, 1769263721491
2ea7a0fe-3aac-4830-898a-df42532aeb85, Client4, CNP4, C2, W4, 11:00, ANULATA, 1769263718481
3a8377d3-cd11-4b3f-81f0-ab5e633dd354, Client12, CNP12, C3, W3, 13:00, REZERVARE, 1769263723496
187ad5f2-7bff-4911-9dcd-0d038fe1a93f, Client13, CNP13, C3, W2, 11:00, PLATITA, 1769263721514
7ab85c28-0f0e-4eb7-95e7-661fceb7202d, Client16, CNP16, C2, W3, 10:00, EXPIRATA, 1769263704446
684dba0a-ca0f-40cc-a3dc-0e70c782b44b, Client17, CNP17, C1, W3, 17:00, EXPIRATA, 1769263699398
9dc1a674-5285-42e4-9da4-b98a18149f13, Client6, CNP6, C1, W2, 17:00, EXPIRATA, 1769263704352
ae877e56-109c-4118-934e-99bd77f93cae, Client17, CNP17, C2, W1, 14:00, EXPIRATA, 1769263701404
3caaba1c-8ac8-40a8-8304-e5b87c118931, Client14, CNP14, C3, W1, 11:00, EXPIRATA, 1769263707348
3e158bff-74fe-47bc-b2f4-4269b6440dbb, Client8, CNP8, C1, W1, 17:00, EXPIRATA, 1769263703415
e6bc6802-2ff1-48e1-a322-d96292f82d5c, Client6, CNP6, C3, W2, 9:00, EXPIRATA, 1769263706356
7102e94d-1549-4428-bd77-d5b117f35910, Client6, CNP6, C1, W3, 12:00, REZERVARE, 1769263724375
49d28f97-841e-41e6-ab22-0925b8e3e35c, Client18, CNP18, C1, W2, 10:00, ANULATA, 1769263719480
43ca1b51-eed4-4f67-b4c3-a5f5dcef9968, Client5, CNP5, C2, W4, 14:00, REZERVARE, 1769263724538
6e94425c-2bf3-42a3-8d83-4e72dd429df0, Client3, CNP3, C3, W4, 17:00, PLATITA, 1769263723407
a33a60f7-e3f0-4066-9d53-d192fe9e2bcb, Client17, CNP17, C1, W3, 12:00, PLATITA, 1769263723444
30220581-90ad-45f7-8e02-0cdc8b203f3b, Client15, CNP15, C2, W1, 10:00, REZERVARE, 1769263725502
ce0c6245-f995-48c1-b7ed-56e5cbb685f7, Client4, CNP4, C3, W3, 12:00, REZERVARE, 1769263725506
bae96e00-aadf-487d-a972-ba5ea60706bf, Client9, CNP9, C1, W4, 15:00, ANULATA, 1769263720486
5ee65265-0557-45d1-9e42-a640633b60f4, Client12, CNP12, C2, W1, 15:00, REZERVARE, 1769263725528
f3fb4e3e-6a9f-49c7-af6e-1127c67b922b, Client10, CNP10, C1, W1, 12:00, ANULATA, 1769263720506
7102e94d-1549-4428-bd77-d5b117f35910, Client6, CNP6, C1, W3, 12:00, PLATITA, 1769263724375
c9495738-c438-42aa-884d-4f5a4c7a42f0, Client18, CNP18, C2, W3, 11:00, REZERVARE, 1769263726510
43ca1b51-eed4-4f67-b4c3-a5f5dcef9968, Client5, CNP5, C2, W4, 14:00, PLATITA, 1769263724538
