1ce80a77-580f-429f-b7b0-a189435a920f, Client15, CNP15, C3, W4, 10:00, REZERVARE, 1769262716775
3253b55e-6783-4046-81cd-b2d73ae082ce, Client15, CNP15, C2, W2, 11:00, ANULATA, 1769262745883
973fb9ac-27c7-4d05-9759-62363d32c1d9, Client3, CNP3, C2, W3, 15:00, REZERVARE, 1769262750971
b0a7be67-ec69-4b89-bb2f-0eae39df004b, Client12, CNP12, C1, W4, 9:00, REZERVARE, 1769262750971
4dbc0c1f-6195-4ef3-a975-0eea4ee394cd, Client2, CNP2, C1, W1, 14:00, ANULATA, 1769262745948
691b136e-684d-4a1d-9b84-31d67915aa04, Client19, CNP19, C1, W4, 13:00, REZERVARE, 1769262751867
4d9d7077-8f81-44a7-aa01-1ad942c4d96a, Client6, CNP6, C3, W1, 12:00, ANULATA, 1769262746869
0fb189c2-ac98-4b08-98b7-ae9976f3c25e, Client0, CNP0, C1, W1, 12:00, PLATITA, 1769262749916
75d0e20c-8c8d-459c-bb3e-cc08dad9554d, Client9, CNP9, C1, W1, 15:00, ANULATA, 1769262746965
bdc22879-ce93-40c1-b69d-d34ddfa15aa8, Client1, CNP1, C3, W1, 9:00, REZERVARE, 1769262752833
7c979b43-40af-4e99-bbe8-49957745cdc7, Client5, CNP5, C2, W4, 15:00, ANULATA, 1769262747870
8aecb816-ac82-49b8-88ac-e7e7f045697f, Client7, CNP7, C3, W3, 9:00, REZERVARE, 1769262752899
c5aafac6-720d-4081-bfc5-7f40c3dbbd1a, Client17, CNP17, C3, W4, 11:00, REZERVARE, 1769262752899
74f0c0fa-a13a-4172-b5f0-0d4920630f76, Client8, CNP8, C1, W2, 9:00, PLATITA, 1769262750903
8ff35c14-811b-4c23-a1e8-87d219203d04, Client15, CNP15, C2, W1, 9:00, REZERVARE, 1769262752911
b0cf6013-c0e5-47ed-9741-0ba200c02f22, Client3, CNP3, C3, W4, 9:00, REZERVARE, 1769262752977
b0a7be67-ec69-4b89-bb2f-0eae39df004b, Client12, CNP12, C1, W4, 9:00, PLATITA, 1769262750971
e446a17c-882f-432e-91c2-7ec373f17605, Client2, CNP2, C3, W2, 12:00, REZERVARE, 1769262752979
d9cd3db9-6f3b-4c80-99f8-d5daac738c2a, Client16, CNP16, C1, W3, 17:00, EXPIRATA, 1769262736922
578a9e49-e414-4dfd-848e-e555becccf05, Client19, CNP19, C2, W2, 12:00, EXPIRATA, 1769262733847
23a5876e-c618-49df-99db-b0e7cf6a93a8, Client11, CNP11, C1, W4, 15:00, EXPIRATA, 1769262734815
54ac5ae9-d033-4f7f-8b35-f56fe329f86b, Client7, CNP7, C3, W4, 10:00, EXPIRATA, 1769262734878
7e2f6b1d-7181-473e-86f6-7f25bc3f9d89, Client1, CNP1, C3, W1, 10:00, EXPIRATA, 1769262734815
691b136e-684d-4a1d-9b84-31d67915aa04, Client19, CNP19, C1, W4, 13:00, PLATITA, 1769262751867
46c2407b-fc5e-424b-a92c-bf7c2183c0ad, Client4, CNP4, C3, W4, 17:00, ANULATA, 1769262748864
499ade2f-00cc-4b80-a11c-760b507e4ea4, Client6, CNP6, C3, W2, 15:00, REZERVARE, 1769262753897
6ce44a8c-c6ff-4f41-98a8-14e779b305b2, Client0, CNP0, C3, W2, 15:00, REZERVARE, 1769262753935
9a2ef643-8301-4fe6-a7fb-afdda29e53f9, Client9, CNP9, C1, W1, 13:00, REZERVARE, 1769262754001
c41a6626-2317-4bf4-9e81-0048c10a7b0f, Client1, CNP1, C3, W2, 15:00, REZERVARE, 1769262754846
266d6dd2-fab7-46ba-b7bb-c7021b06c0ad, Client5, CNP5, C2, W1, 9:00, REZERVARE, 1769262754900
8aecb816-ac82-49b8-88ac-e7e7f045697f, Client7, CNP7, C3, W3, 9:00, PLATITA, 1769262752899
8ff35c14-811b-4c23-a1e8-87d219203d04, Client15, CNP15, C2, W1, 9:00, PLATITA, 1769262752911
c5aafac6-720d-4081-bfc5-7f40c3dbbd1a, Client17, CNP17, C3, W4, 11:00, PLATITA, 1769262752899
39f7fd8f-58bb-4fce-be39-23f58af9be30, Client8, CNP8, C1, W2, 17:00, REZERVARE, 1769262754916
65915da6-9f32-4e59-b2a0-9d345bbc6a14, Client16, CNP16, C3, W3, 14:00, REZERVARE, 1769262754933
ef761701-31bc-4f13-94bc-4e795cd77665, Client3, CNP3, C3, W3, 16:00, REZERVARE, 1769262754980
bcb5ced7-e922-49f0-a13b-150b67d50017, Client2, CNP2, C2, W1, 10:00, REZERVARE, 1769262754982
e8e74205-7407-4edf-aaff-152fd1d9d3d8, Client19, CNP19, C1, W2, 12:00, REZERVARE, 1769262755890
7642feed-f33a-414c-9bc7-2db50dbc32f7, Client4, CNP4, C3, W1, 9:00, REZERVARE, 1769262755892
499ade2f-00cc-4b80-a11c-760b507e4ea4, Client6, CNP6, C3, W2, 15:00, PLATITA, 1769262753897
6ce44a8c-c6ff-4f41-98a8-14e779b305b2, Client0, CNP0, C3, W2, 15:00, PLATITA, 1769262753935
b0a7be67-ec69-4b89-bb2f-0eae39df004b, Client12, CNP12, C1, W4, 9:00, ANULATA, 1769262750971
9a2ef643-8301-4fe6-a7fb-afdda29e53f9, Client9, CNP9, C1, W1, 13:00, PLATITA, 1769262754001
c41a6626-2317-4bf4-9e81-0048c10a7b0f, Client1, CNP1, C3, W2, 15:00, PLATITA, 1769262754846
266d6dd2-fab7-46ba-b7bb-c7021b06c0ad, Client5, CNP5, C2, W1, 9:00, PLATITA, 1769262754900
c9f01452-1e87-4133-a59a-5353364d6561, Client7, CNP7, C3, W3, 17:00, REZERVARE, 1769262756912
39f7fd8f-58bb-4fce-be39-23f58af9be30, Client8, CNP8, C1, W2, 17:00, PLATITA, 1769262754916
eabdff5d-c2ea-4ff0-b5e1-26c7fa82332b, Client15, CNP15, C1, W2, 9:00, REZERVARE, 1769262756923
65915da6-9f32-4e59-b2a0-9d345bbc6a14, Client16, CNP16, C3, W3, 14:00, PLATITA, 1769262754933
540dee95-e336-4976-b682-29231785bc45, Client18, CNP18, C3, W1, 13:00, REZERVARE, 1769262756955
bcb5ced7-e922-49f0-a13b-150b67d50017, Client2, CNP2, C2, W1, 10:00, PLATITA, 1769262754982
ef761701-31bc-4f13-94bc-4e795cd77665, Client3, CNP3, C3, W3, 16:00, PLATITA, 1769262754980
e8e74205-7407-4edf-aaff-152fd1d9d3d8, Client19, CNP19, C1, W2, 12:00, PLATITA, 1769262755890
5efc1ef7-50ed-4b35-b493-3094cbca3cbc, Client6, CNP6, C2, W3, 14:00, REZERVARE, 1769262757910
267717d8-64f2-497f-b097-893b399abdb4, Client4, CNP4, C1, W4, 15:00, REZERVARE, 1769262757910
c5aafac6-720d-4081-bfc5-7f40c3dbbd1a, Client17, CNP17, C3, W4, 11:00, ANULATA, 1769262752899
887528d4-24a2-48c9-8d50-31dde2ec0a1c, Client12, CNP12, C3, W2, 13:00, REZERVARE, 1769262757987
3594b5bc-9b6c-4c56-a3d3-de7dab5d69ce, Client9, CNP9, C2, W4, 11:00, REZERVARE, 1769262758019
7f595314-dbfc-4e86-86ac-81a30b7c6e07, Client18, CNP18, C1, W3, 15:00, EXPIRATA, 1769262738938
883895f6-8198-4279-95d4-9892ece40d5f, Client14, CNP14, C1, W1, 13:00, EXPIRATA, 1769262741979
75a4c31b-a9a6-41b3-a8f0-69be39eac274, Client11, CNP11, C2, W2, 11:00, EXPIRATA, 1769262740861
e4be428a-ff2a-4b9f-9fff-838afc67a570, Client9, CNP9, C2, W4, 15:00, EXPIRATA, 1769262742951
25d0d07f-9195-4092-b0f1-ce338408be57, Client10, CNP10, C1, W4, 9:00, EXPIRATA, 1769262742951
e9c58187-e8d1-40b2-b125-f2fc53314a25, Client1, CNP1, C3, W2, 12:00, REZERVARE, 1769262758866
70ae3224-d5eb-4424-90d0-747e53ecdc84, Client11, CNP11, C1, W2, 12:00, REZERVARE, 1769262758882
c9f01452-1e87-4133-a59a-5353364d6561, Client7, CNP7, C3, W3, 17:00, PLATITA, 1769262756912
96ba7dcb-d08d-4d93-823e-a4bf90d8bb16, Client5, CNP5, C3, W2, 12:00, REZERVARE, 1769262758919
eabdff5d-c2ea-4ff0-b5e1-26c7fa82332b, Client15, CNP15, C1, W2, 9:00, PLATITA, 1769262756923
fa62b829-9198-4cdb-98bf-b9e9e5afd266, Client8, CNP8, C2, W1, 9:00, REZERVARE, 1769262758935
e291dbec-4bcd-48d6-9f16-b8798df5a527, Client16, CNP16, C1, W1, 17:00, REZERVARE, 1769262758950
6ce44a8c-c6ff-4f41-98a8-14e779b305b2, Client0, CNP0, C3, W2, 15:00, ANULATA, 1769262753935
314c55b9-4728-41e7-b5f5-19e9ec0344e7, Client3, CNP3, C1, W2, 10:00, REZERVARE, 1769262758998
5efc1ef7-50ed-4b35-b493-3094cbca3cbc, Client6, CNP6, C2, W3, 14:00, PLATITA, 1769262757910
1c402e40-8548-46f5-aa7d-81f3e2678e67, Client19, CNP19, C1, W1, 16:00, REZERVARE, 1769262759915
daea0e51-97d7-4da8-a706-60509a36bca8, Client17, CNP17, C2, W4, 15:00, REZERVARE, 1769262759928
887528d4-24a2-48c9-8d50-31dde2ec0a1c, Client12, CNP12, C3, W2, 13:00, PLATITA, 1769262757987
bcb5ced7-e922-49f0-a13b-150b67d50017, Client2, CNP2, C2, W1, 10:00, ANULATA, 1769262754982
3594b5bc-9b6c-4c56-a3d3-de7dab5d69ce, Client9, CNP9, C2, W4, 11:00, PLATITA, 1769262758019
e9c58187-e8d1-40b2-b125-f2fc53314a25, Client1, CNP1, C3, W2, 12:00, PLATITA, 1769262758866
96ba7dcb-d08d-4d93-823e-a4bf90d8bb16, Client5, CNP5, C3, W2, 12:00, PLATITA, 1769262758919
f52fff6b-ca7b-4ab5-b89b-cece3b32268c, Client15, CNP15, C3, W3, 9:00, REZERVARE, 1769262760951
e291dbec-4bcd-48d6-9f16-b8798df5a527, Client16, CNP16, C1, W1, 17:00, PLATITA, 1769262758950
571d32df-dfcb-4d54-9d46-2352aebd94ee, Client10, CNP10, C3, W4, 12:00, REZERVARE, 1769262760969
91d1f419-3bac-4894-8408-c9dd2944ce78, Client0, CNP0, C2, W1, 13:00, REZERVARE, 1769262760969
1c402e40-8548-46f5-aa7d-81f3e2678e67, Client19, CNP19, C1, W1, 16:00, PLATITA, 1769262759915
c9f01452-1e87-4133-a59a-5353364d6561, Client7, CNP7, C3, W3, 17:00, ANULATA, 1769262756912
daea0e51-97d7-4da8-a706-60509a36bca8, Client17, CNP17, C2, W4, 15:00, PLATITA, 1769262759928
6621ac4b-7780-45cd-b7f2-493785f13b9e, Client2, CNP2, C1, W4, 9:00, REZERVARE, 1769262762007
7113db79-0ba5-4b68-abf3-0e36f85d97c2, Client12, CNP12, C2, W1, 15:00, REZERVARE, 1769262762007
aae2891c-127b-4cf6-8a3c-4e7756e1e0c0, Client1, CNP1, C1, W3, 12:00, REZERVARE, 1769262762880
5efc1ef7-50ed-4b35-b493-3094cbca3cbc, Client6, CNP6, C2, W3, 14:00, ANULATA, 1769262757910
87f61003-d77b-415e-9d25-39bbe7a7e310, Client15, CNP15, C2, W1, 10:00, REZERVARE, 1769262762957
d46ff09c-03cf-4473-86b5-567c35886fde, Client16, CNP16, C3, W1, 16:00, REZERVARE, 1769262762957
91d1f419-3bac-4894-8408-c9dd2944ce78, Client0, CNP0, C2, W1, 13:00, PLATITA, 1769262760969
d44038de-2d75-46ef-8ac8-eda7cfdbc372, Client10, CNP10, C3, W4, 10:00, REZERVARE, 1769262762975
a2163193-1248-4c06-9036-40fd6f96a4f1, Client14, CNP14, C1, W2, 16:00, EXPIRATA, 1769262748010
823fcd4a-5c0b-4610-a128-e867ad17f893, Client9, CNP9, C1, W3, 16:00, EXPIRATA, 1769262744957
d6d129c6-7fb5-4993-9f41-ca6cdf1b26c8, Client13, CNP13, C2, W2, 13:00, EXPIRATA, 1769262747916
3594b5bc-9b6c-4c56-a3d3-de7dab5d69ce, Client9, CNP9, C2, W4, 11:00, ANULATA, 1769262758019
2e0bd268-5eb3-4fa4-a97f-022fac9247d1, Client19, CNP19, C2, W4, 17:00, REZERVARE, 1769262763939
26fc0c20-f4b3-45d0-b549-09b34faf3806, Client7, CNP7, C1, W3, 11:00, REZERVARE, 1769262763940
96ba7dcb-d08d-4d93-823e-a4bf90d8bb16, Client5, CNP5, C3, W2, 12:00, ANULATA, 1769262758919
a0d885de-bad1-4feb-bbb0-40d095134f7a, Client17, CNP17, C3, W1, 14:00, REZERVARE, 1769262763956
7113db79-0ba5-4b68-abf3-0e36f85d97c2, Client12, CNP12, C2, W1, 15:00, PLATITA, 1769262762007
67499496-3386-42df-b52d-2f7a3c0aa01d, Client1, CNP1, C3, W2, 16:00, REZERVARE, 1769262764891
988c4b54-7f9e-4a0b-9e6e-6b2016cf6705, Client6, CNP6, C2, W4, 13:00, REZERVARE, 1769262764938
2e0bd268-5eb3-4fa4-a97f-022fac9247d1, Client19, CNP19, C2, W4, 17:00, PLATITA, 1769262763939
b86e934b-3480-4ae0-8817-75a6b7b6d332, Client5, CNP5, C1, W3, 15:00, REZERVARE, 1769262765956
a0d885de-bad1-4feb-bbb0-40d095134f7a, Client17, CNP17, C3, W1, 14:00, PLATITA, 1769262763956
91d1f419-3bac-4894-8408-c9dd2944ce78, Client0, CNP0, C2, W1, 13:00, ANULATA, 1769262760969
b584166a-ec12-4e60-b668-99c3336fc981, Client12, CNP12, C3, W3, 13:00, REZERVARE, 1769262766035
c6640625-3c36-44ea-9325-745d6bf3fc4c, Client14, CNP14, C3, W1, 16:00, REZERVARE, 1769262766035
e47d722f-271f-4fe1-9315-405cbd50e5ab, Client1, CNP1, C3, W3, 13:00, REZERVARE, 1769262766896
6355bcae-1eb7-44bc-94a1-d86f43230860, Client9, CNP9, C1, W2, 13:00, REZERVARE, 1769262767064
aa33f53c-63cf-4ac9-bc11-4180a2642384, Client13, CNP13, C3, W2, 13:00, REZERVARE, 1769262767949
b86e934b-3480-4ae0-8817-75a6b7b6d332, Client5, CNP5, C1, W3, 15:00, PLATITA, 1769262765956
fe8405b6-1a89-4372-9601-d2fd7044faa1, Client19, CNP19, C2, W1, 17:00, REZERVARE, 1769262767965
4d074865-05bd-42da-8b93-bd85cbd9936f, Client17, CNP17, C1, W4, 9:00, REZERVARE, 1769262767980
ef9a15ff-bef2-4058-b8f2-85c1d9dd9571, Client0, CNP0, C2, W4, 14:00, REZERVARE, 1769262767996
b0cf6013-c0e5-47ed-9741-0ba200c02f22, Client3, CNP3, C3, W4, 9:00, EXPIRATA, 1769262752977
e446a17c-882f-432e-91c2-7ec373f17605, Client2, CNP2, C3, W2, 12:00, EXPIRATA, 1769262752979
bdc22879-ce93-40c1-b69d-d34ddfa15aa8, Client1, CNP1, C3, W1, 9:00, EXPIRATA, 1769262752833
973fb9ac-27c7-4d05-9759-62363d32c1d9, Client3, CNP3, C2, W3, 15:00, EXPIRATA, 1769262750971
28c002fc-ca9e-4cf6-95de-9683db338576, Client13, CNP13, C2, W1, 14:00, EXPIRATA, 1769262749935
b584166a-ec12-4e60-b668-99c3336fc981, Client12, CNP12, C3, W3, 13:00, PLATITA, 1769262766035
c6640625-3c36-44ea-9325-745d6bf3fc4c, Client14, CNP14, C3, W1, 16:00, PLATITA, 1769262766035
e47d722f-271f-4fe1-9315-405cbd50e5ab, Client1, CNP1, C3, W3, 13:00, PLATITA, 1769262766896
3bc91acf-6573-411c-9845-d8a5bbd8cab6, Client9, CNP9, C3, W1, 12:00, REZERVARE, 1769262769066
e5c39a78-7480-4aa3-8e16-6dc5f0c08f05, Client13, CNP13, C1, W3, 16:00, REZERVARE, 1769262769954
fe8405b6-1a89-4372-9601-d2fd7044faa1, Client19, CNP19, C2, W1, 17:00, PLATITA, 1769262767965
4d074865-05bd-42da-8b93-bd85cbd9936f, Client17, CNP17, C1, W4, 9:00, PLATITA, 1769262767980
ef9a15ff-bef2-4058-b8f2-85c1d9dd9571, Client0, CNP0, C2, W4, 14:00, PLATITA, 1769262767996
b86e934b-3480-4ae0-8817-75a6b7b6d332, Client5, CNP5, C1, W3, 15:00, ANULATA, 1769262765956
c6640625-3c36-44ea-9325-745d6bf3fc4c, Client14, CNP14, C3, W1, 16:00, ANULATA, 1769262766035
b584166a-ec12-4e60-b668-99c3336fc981, Client12, CNP12, C3, W3, 13:00, ANULATA, 1769262766035
e47d722f-271f-4fe1-9315-405cbd50e5ab, Client1, CNP1, C3, W3, 13:00, ANULATA, 1769262766896
12f19c05-6147-4df6-a9de-c01bd9a78054, Client13, CNP13, C3, W3, 17:00, REZERVARE, 1769262771957
9a8fa6c6-992b-408b-87cc-c8df8a42a3bf, Client17, CNP17, C1, W1, 15:00, REZERVARE, 1769262771991
94cf127d-1e3f-419f-a587-7c4afde5ab4c, Client0, CNP0, C2, W1, 11:00, REZERVARE, 1769262772007
ccb42ef1-3a6c-405e-8238-a850df8c61ab, Client5, CNP5, C1, W3, 9:00, REZERVARE, 1769262772980
fe8405b6-1a89-4372-9601-d2fd7044faa1, Client19, CNP19, C2, W1, 17:00, ANULATA, 1769262767965
267717d8-64f2-497f-b097-893b399abdb4, Client4, CNP4, C1, W4, 15:00, EXPIRATA, 1769262757910
540dee95-e336-4976-b682-29231785bc45, Client18, CNP18, C3, W1, 13:00, EXPIRATA, 1769262756955
7642feed-f33a-414c-9bc7-2db50dbc32f7, Client4, CNP4, C3, W1, 9:00, EXPIRATA, 1769262755892
acb7e54f-c578-45ea-975a-3e7cb5887daa, Client12, CNP12, C2, W1, 16:00, REZERVARE, 1769262773090
78642dfc-266e-499c-b5ee-c0d491b367f0, Client14, CNP14, C2, W2, 15:00, REZERVARE, 1769262773090
d919564a-8159-4227-9199-663c0ad40c40, Client1, CNP1, C3, W3, 10:00, REZERVARE, 1769262773919
a9e62fa4-bb3e-4a4c-bb0a-f21f128c8cae, Client13, CNP13, C3, W1, 14:00, REZERVARE, 1769262773968
9a8fa6c6-992b-408b-87cc-c8df8a42a3bf, Client17, CNP17, C1, W1, 15:00, PLATITA, 1769262771991
ff81e842-270d-47b0-b4db-3dea9b019f83, Client0, CNP0, C2, W3, 11:00, REZERVARE, 1769262774015
eba4d6f6-d71a-4b73-923e-bd85074b2fd1, Client18, CNP18, C1, W1, 12:00, REZERVARE, 1769262774974
064e1197-691b-48c8-85f3-5fe519665bb2, Client19, CNP19, C3, W4, 12:00, REZERVARE, 1769262775004
acb7e54f-c578-45ea-975a-3e7cb5887daa, Client12, CNP12, C2, W1, 16:00, PLATITA, 1769262773090
78642dfc-266e-499c-b5ee-c0d491b367f0, Client14, CNP14, C2, W2, 15:00, PLATITA, 1769262773090
d919564a-8159-4227-9199-663c0ad40c40, Client1, CNP1, C3, W3, 10:00, PLATITA, 1769262773919
b3eb6564-67ae-490f-aaf2-311b972b1e67, Client4, CNP4, C1, W3, 13:00, REZERVARE, 1769262775929
a9e62fa4-bb3e-4a4c-bb0a-f21f128c8cae, Client13, CNP13, C3, W1, 14:00, PLATITA, 1769262773968
10156047-e97c-4403-8a9e-6fcf85d26984, Client17, CNP17, C3, W4, 17:00, REZERVARE, 1769262776004
ff81e842-270d-47b0-b4db-3dea9b019f83, Client0, CNP0, C2, W3, 11:00, PLATITA, 1769262774015
aaa2c208-fdc3-499f-ba18-89e562f02f2e, Client11, CNP11, C2, W4, 9:00, REZERVARE, 1769262776896
734da589-9cdb-4837-8fd8-9a8a17cbb91d, Client8, CNP8, C3, W2, 15:00, REZERVARE, 1769262776942
3ac49d1e-2431-4dba-86dd-49e87c547652, Client3, CNP3, C2, W2, 10:00, REZERVARE, 1769262777007
064e1197-691b-48c8-85f3-5fe519665bb2, Client19, CNP19, C3, W4, 12:00, PLATITA, 1769262775004
51197d59-7b82-4146-9118-a402f6c557fc, Client1, CNP1, C2, W2, 17:00, REZERVARE, 1769262777930
5d4c9bc2-a03f-47b0-bd62-82bdb86f4264, Client4, CNP4, C3, W1, 17:00, REZERVARE, 1769262777946
35f91270-52e0-434a-9a9d-244044818302, Client13, CNP13, C1, W3, 11:00, REZERVARE, 1769262777980
10156047-e97c-4403-8a9e-6fcf85d26984, Client17, CNP17, C3, W4, 17:00, PLATITA, 1769262776004
70ae3224-d5eb-4424-90d0-747e53ecdc84, Client11, CNP11, C1, W2, 12:00, EXPIRATA, 1769262758882
314c55b9-4728-41e7-b5f5-19e9ec0344e7, Client3, CNP3, C1, W2, 10:00, EXPIRATA, 1769262758998
f52fff6b-ca7b-4ab5-b89b-cece3b32268c, Client15, CNP15, C3, W3, 9:00, EXPIRATA, 1769262760951
d44038de-2d75-46ef-8ac8-eda7cfdbc372, Client10, CNP10, C3, W4, 10:00, EXPIRATA, 1769262762975
d46ff09c-03cf-4473-86b5-567c35886fde, Client16, CNP16, C3, W1, 16:00, EXPIRATA, 1769262762957
aae2891c-127b-4cf6-8a3c-4e7756e1e0c0, Client1, CNP1, C1, W3, 12:00, EXPIRATA, 1769262762880
87f61003-d77b-415e-9d25-39bbe7a7e310, Client15, CNP15, C2, W1, 10:00, EXPIRATA, 1769262762957
571d32df-dfcb-4d54-9d46-2352aebd94ee, Client10, CNP10, C3, W4, 12:00, EXPIRATA, 1769262760969
fa62b829-9198-4cdb-98bf-b9e9e5afd266, Client8, CNP8, C2, W1, 9:00, EXPIRATA, 1769262758935
6621ac4b-7780-45cd-b7f2-493785f13b9e, Client2, CNP2, C1, W4, 9:00, EXPIRATA, 1769262762007
acb7e54f-c578-45ea-975a-3e7cb5887daa, Client12, CNP12, C2, W1, 16:00, ANULATA, 1769262773090
78642dfc-266e-499c-b5ee-c0d491b367f0, Client14, CNP14, C2, W2, 15:00, ANULATA, 1769262773090
aaa2c208-fdc3-499f-ba18-89e562f02f2e, Client11, CNP11, C2, W4, 9:00, PLATITA, 1769262776896
734da589-9cdb-4837-8fd8-9a8a17cbb91d, Client8, CNP8, C3, W2, 15:00, PLATITA, 1769262776942
3ac49d1e-2431-4dba-86dd-49e87c547652, Client3, CNP3, C2, W2, 10:00, PLATITA, 1769262777007
ff81e842-270d-47b0-b4db-3dea9b019f83, Client0, CNP0, C2, W3, 11:00, ANULATA, 1769262774015
51197d59-7b82-4146-9118-a402f6c557fc, Client1, CNP1, C2, W2, 17:00, PLATITA, 1769262777930
5d4c9bc2-a03f-47b0-bd62-82bdb86f4264, Client4, CNP4, C3, W1, 17:00, PLATITA, 1769262777946
064e1197-691b-48c8-85f3-5fe519665bb2, Client19, CNP19, C3, W4, 12:00, ANULATA, 1769262775004
c9b58980-2018-45d4-ad6e-7f3f9b30a695, Client17, CNP17, C2, W1, 11:00, REZERVARE, 1769262780019
6a1903e1-40aa-48dc-b825-b973a527db0c, Client2, CNP2, C1, W4, 15:00, REZERVARE, 1769262780022
d1eceb6f-15d6-4aa9-a4dd-5ed49e58344b, Client14, CNP14, C1, W1, 16:00, REZERVARE, 1769262780124
089198e6-d13d-45a2-849d-f47a9affedd9, Client12, CNP12, C1, W1, 10:00, REZERVARE, 1769262780124
efab5f24-27c2-4c78-a06d-117e454ba21d, Client16, CNP16, C3, W2, 11:00, REZERVARE, 1769262780966
e9813a75-6d02-4182-b4fe-3e32fa91afe4, Client8, CNP8, C3, W2, 16:00, REZERVARE, 1769262780968
040655d6-f6dc-406a-bcbe-368cc2988225, Client15, CNP15, C3, W2, 9:00, REZERVARE, 1769262780968
38331042-a65b-4956-b33f-ba21133fb985, Client10, CNP10, C2, W1, 14:00, REZERVARE, 1769262780980
58ac5958-c741-4427-947c-8dbc3ba28f5b, Client0, CNP0, C1, W1, 15:00, REZERVARE, 1769262781045
aaa2c208-fdc3-499f-ba18-89e562f02f2e, Client11, CNP11, C2, W4, 9:00, ANULATA, 1769262776896
501ec056-39f3-42ed-9ca0-5598566a85e3, Client4, CNP4, C3, W4, 12:00, REZERVARE, 1769262781956
3cd9c79d-016a-4ad1-aa2b-c09dd5efda61, Client7, CNP7, C1, W3, 14:00, REZERVARE, 1769262781956
3ac49d1e-2431-4dba-86dd-49e87c547652, Client3, CNP3, C2, W2, 10:00, ANULATA, 1769262777007
c9b58980-2018-45d4-ad6e-7f3f9b30a695, Client17, CNP17, C2, W1, 11:00, PLATITA, 1769262780019
c3273c79-fcdf-45f2-84fa-2a5a2daa26c2, Client19, CNP19, C1, W1, 11:00, REZERVARE, 1769262782037
6a1903e1-40aa-48dc-b825-b973a527db0c, Client2, CNP2, C1, W4, 15:00, PLATITA, 1769262780022
d1eceb6f-15d6-4aa9-a4dd-5ed49e58344b, Client14, CNP14, C1, W1, 16:00, PLATITA, 1769262780124
51197d59-7b82-4146-9118-a402f6c557fc, Client1, CNP1, C2, W2, 17:00, ANULATA, 1769262777930
3e8901d3-41b5-4418-a034-a114f19f3c84, Client6, CNP6, C3, W4, 17:00, REZERVARE, 1769262782963
efab5f24-27c2-4c78-a06d-117e454ba21d, Client16, CNP16, C3, W2, 11:00, PLATITA, 1769262780966
e9813a75-6d02-4182-b4fe-3e32fa91afe4, Client8, CNP8, C3, W2, 16:00, PLATITA, 1769262780968
90a738d1-ffb3-4581-b955-bf4f8da20a97, Client15, CNP15, C2, W1, 12:00, REZERVARE, 1769262782986
a620e10f-f8da-451a-a7a0-75ab802ee111, Client10, CNP10, C1, W1, 9:00, REZERVARE, 1769262782995
67499496-3386-42df-b52d-2f7a3c0aa01d, Client1, CNP1, C3, W2, 16:00, EXPIRATA, 1769262764891
aa33f53c-63cf-4ac9-bc11-4180a2642384, Client13, CNP13, C3, W2, 13:00, EXPIRATA, 1769262767949
26fc0c20-f4b3-45d0-b549-09b34faf3806, Client7, CNP7, C1, W3, 11:00, EXPIRATA, 1769262763940
6355bcae-1eb7-44bc-94a1-d86f43230860, Client9, CNP9, C1, W2, 13:00, EXPIRATA, 1769262767064
988c4b54-7f9e-4a0b-9e6e-6b2016cf6705, Client6, CNP6, C2, W4, 13:00, EXPIRATA, 1769262764938
d708ee15-ebff-4eac-ac29-7302b953e2f1, Client0, CNP0, C2, W4, 10:00, REZERVARE, 1769262783058
bba1491f-ca9e-429f-8fdb-5d3963ff6207, Client11, CNP11, C3, W2, 10:00, REZERVARE, 1769262783917
501ec056-39f3-42ed-9ca0-5598566a85e3, Client4, CNP4, C3, W4, 12:00, PLATITA, 1769262781956
3cd9c79d-016a-4ad1-aa2b-c09dd5efda61, Client7, CNP7, C1, W3, 14:00, PLATITA, 1769262781956
935532bf-5c50-4bf0-ac19-637002c37910, Client1, CNP1, C1, W2, 15:00, REZERVARE, 1769262784952
c05e3cd1-7627-4585-b3e9-5c3b34bdc17c, Client6, CNP6, C2, W2, 16:00, REZERVARE, 1769262784968
a620e10f-f8da-451a-a7a0-75ab802ee111, Client10, CNP10, C1, W1, 9:00, PLATITA, 1769262782995
05a62e65-04dc-4ab8-95cc-7f4abc9b35f6, Client8, CNP8, C2, W3, 12:00, REZERVARE, 1769262785002
90a738d1-ffb3-4581-b955-bf4f8da20a97, Client15, CNP15, C2, W1, 12:00, PLATITA, 1769262782986
c9b58980-2018-45d4-ad6e-7f3f9b30a695, Client17, CNP17, C2, W1, 11:00, ANULATA, 1769262780019
6a1903e1-40aa-48dc-b825-b973a527db0c, Client2, CNP2, C1, W4, 15:00, ANULATA, 1769262780022
d708ee15-ebff-4eac-ac29-7302b953e2f1, Client0, CNP0, C2, W4, 10:00, PLATITA, 1769262783058
d1eceb6f-15d6-4aa9-a4dd-5ed49e58344b, Client14, CNP14, C1, W1, 16:00, ANULATA, 1769262780124
bba1491f-ca9e-429f-8fdb-5d3963ff6207, Client11, CNP11, C3, W2, 10:00, PLATITA, 1769262783917
efab5f24-27c2-4c78-a06d-117e454ba21d, Client16, CNP16, C3, W2, 11:00, ANULATA, 1769262780966
